,Age,Industry,Job title,Annual Salary(USDA),Working In,City,Years of Experience,Present Field Experience,Education,Gender,Race
18915,18-24,Retail,E-commerce Specialist,58500,United states,New York City,5-7 years,2 - 4 years,College degree,Woman,White
18916,25-34,Government and Public Administration,Talent Acquisition Supervisor,81100,United states,Minneapolis,8 - 10 years,8 - 10 years,College degree,Woman,Asian or Asian American
18917,45-54,Health care,Application Engineer Lead,110000,United states,Denver,31 - 40 years,11 - 20 years,College degree,Woman,White
18918,35-44,Computing or Tech,Senior UX Designer,160000,United states,Albuquerque,11 - 20 years,11 - 20 years,Master's degree,Woman,White
18919,25-34,Business or Consulting,Senior Strategist,83000,United states,Philadelphia,5-7 years,2 - 4 years,College degree,Woman,"Hispanic, Latino, or Spanish origin"
18920,45-54,Nonprofits,HR Business Partner,67600,United states,Seattle,21 - 30 years,21 - 30 years,Some college,Woman,White
18921,35-44,Transport or Logistics,Director of HR,85000,United states,Shreveport,11 - 20 years,11 - 20 years,College degree,Woman,White
18922,45-54,Nonprofits,HR Generalist ,46000,United states,Indianapolis ,11 - 20 years,2 - 4 years,College degree,Woman,White
18923,35-44,"Accounting, Banking & Finance",Controller,85000,United states,Tampa,11 - 20 years,8 - 10 years,College degree,Woman,White
18924,35-44,Computing or Tech,Senior Program Analyst,74000,United states,Vienna,11 - 20 years,5-7 years,Master's degree,Woman,White
18925,25-34,environmental compliance/engineering,Environmental engineer,87460,United states,Sheboygan,8 - 10 years,5-7 years,Master's degree,Woman,White
18926,35-44,Education (Higher Education),Research Assistant Professor,75000,United states,St. Louis,11 - 20 years,11 - 20 years,PhD,Woman,White
18927,35-44,Recruitment or HR,Talent Acquisition Partner,55,United states,Las Vegas,2 - 4 years,11 - 20 years,Master's degree,Woman,Black or African American
18928,25-34,Recruitment or HR,HR Manager,75000,United states,"Ottoville, OH",5-7 years,5-7 years,College degree,Woman,White
18929,25-34,Health care,Resident physician ,51797,United states,"Jackson, MS",2 - 4 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman,Black or African American
18930,25-34,Computing or Tech,Software Engineer,250000,United states,New York,8 - 10 years,8 - 10 years,College degree,Man,Asian or Asian American
18931,35-44,"Marketing, Advertising & PR",Lead Copywriter,67000,United states,portland,11 - 20 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Man,White
18932,35-44,Law,Associate,177500,United states,"Columbus, OH",11 - 20 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Man,"Black or African American, White"
18933,35-44,Engineering or Manufacturing,Business Owner,156000,United states,Freeport,11 - 20 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Man,White
18934,25-34,Health care,Marketing Manager,85000,United states,Remote,5-7 years,5-7 years,Master's degree,Woman,Another option not listed here or prefer not to answer
18935,25-34,Engineering or Manufacturing,HR Generalist,60000,United states,Jackson Center ,8 - 10 years,5-7 years,College degree,Woman,"Hispanic, Latino, or Spanish origin"
18936,45-54,Computing or Tech,Informatics Epidemiologist,99500,United states,Charlotte,21 - 30 years,11 - 20 years,Master's degree,Woman,White
18937,35-44,Education (Higher Education),Assistant Director of Institutional Research,109000,United states,Ithaca,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Man,Prefer Not to Say
18938,25-34,Health care,Statistician II,92000,United states,Chicago,8 - 10 years,8 - 10 years,Master's degree,Man,White
18939,25-34,Engineering or Manufacturing,HR Assistant,43000,United states,Minneapolis,2 - 4 years,2 - 4 years,College degree,Non-binary,White
18940,45-54,Education (Primary/Secondary),HR Director,90000,United states,Portland,11 - 20 years,11 - 20 years,College degree,Woman,White
18942,18-24,Education (Higher Education),Program Coordinator,34500,United states,Columbia,1 year or less,1 year or less,Master's degree,Woman,White
18943,45-54,Hospitality & Events,Vice President of Sales and Marketing ,104000,United states,Beaverton ,21 - 30 years,11 - 20 years,Some college,Woman,White
18944,25-34,Engineering or Manufacturing,"Safety, Health, & Environmental Manager",100000,United states,Chicago,5-7 years,5-7 years,College degree,Woman,"Hispanic, Latino, or Spanish origin"
18945,35-44,"Accounting, Banking & Finance",Senior Data architect,146000,United states,Phoenix,11 - 20 years,8 - 10 years,Master's degree,Man,White
18946,25-34,Pharmaceuticals,Scientist,120000,United states,Los Angeles,2 - 4 years,2 - 4 years,PhD,Woman,White
18947,25-34,Nonprofits,Program Director,64000,United states,Memphis,2 - 4 years,2 - 4 years,College degree,Man,White
18948,35-44,"Marketing, Advertising & PR",Senior Marketing Specialist,64000,United states,Wilmington,11 - 20 years,5-7 years,Master's degree,Woman,White
18949,35-44,Business or Consulting,Associate,101000,United states,Baltimore ,8 - 10 years,5-7 years,Master's degree,Man,White
18950,35-44,"Leisure, Sport & Tourism",Director of Revenue Management,120000,United states,Cleveland,11 - 20 years,11 - 20 years,College degree,Woman,Asian or Asian American
18951,45-54,Education (Higher Education),Data Engineer,89000,United states,Indianapolis,11 - 20 years,5-7 years,College degree,Man,White
18952,25-34,Business or Consulting,Software Licensing Rep,73000,United states,Raleigh,8 - 10 years,1 year or less,College degree,Woman,White
18953,35-44,Computing or Tech,VP of Operations,145000,United states,Kansas City,11 - 20 years,11 - 20 years,College degree,Man,White
18954,35-44,Engineering or Manufacturing,Sr. Human Resources Generalisr,96000,United states,Pleasanton,8 - 10 years,8 - 10 years,Master's degree,Woman,White
18955,35-44,Computing or Tech,Software engineer,166400,United states,Omaha,11 - 20 years,11 - 20 years,College degree,Man,White
18956,35-44,Business or Consulting,Strategic Planner,122000,United states,Denver,11 - 20 years,11 - 20 years,Master's degree,Man,White
18957,25-34,Utilities & Telecommunications,Software Engineer,12117,Greece,Athens,5-7 years,2 - 4 years,College degree,Man,White
18958,25-34,Food & Beverage,Assoc. HR Manager,113500,United states,Fresno,8 - 10 years,8 - 10 years,Master's degree,Man,White
18959,45-54,Insurance,Senior application programmer ,98500,United states,Des Moines ,31 - 40 years,21 - 30 years,College degree,Woman,White
18960,45-54,Human services,HR assistant ,33280,United states,Tacoma,8 - 10 years,1 year or less,College degree,Woman,Asian or Asian American
18961,35-44,Computing or Tech,Senior Project Engineer ,66150,Australia,Brisbane,11 - 20 years,5-7 years,College degree,Man,White
18962,55-64,Engineering or Manufacturing,Accounting manager ,70000,United states,Houston ,31 - 40 years,11 - 20 years,Some college,Woman,White
18963,18-24,Real estate valuation,Analyst II,62000,United states,Chicago,2 - 4 years,1 year or less,College degree,Woman,White
18964,45-54,Computing or Tech,Information Security Architect,267000,United states,NYC,11 - 20 years,11 - 20 years,Master's degree,Man,White
18965,25-34,Computing or Tech,DevOps Engineer,134000,United states,Chicago,8 - 10 years,5-7 years,Some college,Man,White
18966,25-34,Government and Public Administration,Sr Financial Planner,100000,United states,Seattle,5-7 years,2 - 4 years,Master's degree,Woman,White
18967,25-34,Computing or Tech,Pen Tester,65750,United kingdom,London,2 - 4 years,2 - 4 years,College degree,Man,White
18968,55-64,Law,Legal assistant ,56000,United states,Chicago,31 - 40 years,2 - 4 years,College degree,Woman,White
18969,35-44,Law,Senior Deputy City Attorney,125000,United states,Bakersfield,11 - 20 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,White
18970,25-34,Business or Consulting,Senior Security Consultant,138075,United kingdom,Glasgow,8 - 10 years,8 - 10 years,College degree,Man,White
18971,25-34,"Accounting, Banking & Finance",Senior Credit Officer,110000,United states,Louisville,8 - 10 years,8 - 10 years,Master's degree,Man,White
18972,45-54,Retail,HR Manager ,110000,United states,Fort Worth ,21 - 30 years,5-7 years,Some college,Woman,White
18973,35-44,Finance,Senior Researcher,200000,United kingdom,London,11 - 20 years,11 - 20 years,Master's degree,Man,Prefer Not to Say
18974,35-44,Computing or Tech,Web Developer ,120000,United states,Chattanooga,21 - 30 years,21 - 30 years,Master's degree,Non-binary,White
18975,25-34,Engineering or Manufacturing,Engineer III,86600,United states,Bath,11 - 20 years,8 - 10 years,College degree,Woman,White
18976,45-54,Education (Higher Education),Digital Scholarship Specialist,94929,United states,Buffalo,21 - 30 years,21 - 30 years,Master's degree,Woman,White
18977,35-44,Media & Digital,Director of engineering,226000,United states,Washington,11 - 20 years,11 - 20 years,College degree,Man,White
18978,45-54,Engineering or Manufacturing,HRBP,90000,United states,Portland ,21 - 30 years,21 - 30 years,College degree,Woman,White
18979,45-54,Computing or Tech,Product Manager,142000,United states,RTP (Raleigh-Durham),21 - 30 years,21 - 30 years,Master's degree,Woman,White
18980,35-44,Nonprofits,Business Development Manager,115000,United states,Baltimore,11 - 20 years,11 - 20 years,Master's degree,Man,White
18981,25-34,"Marketing, Advertising & PR",Marketing Coordinator,54900,United states,Atlanta,5-7 years,5-7 years,College degree,Woman,"Hispanic, Latino, or Spanish origin"
18982,25-34,"Accounting, Banking & Finance",Financial Planner,93000,United states,Indianapolis,5-7 years,5-7 years,College degree,Woman,White
18983,25-34,Education (Higher Education),Development Associate,52000,United states,Durham,8 - 10 years,5-7 years,College degree,Woman,White
18984,25-34,Education (Higher Education),Digital Library Cataloger,40000,United states,Dickinson,2 - 4 years,2 - 4 years,Master's degree,Man,White
18985,45-54,Insurance,Assistant VP/Claims Manager,107000,United states,Columbus,11 - 20 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman,White
18986,25-34,Insurance,Data Analyst ,58500,United states,Des Moines,1 year or less,1 year or less,Master's degree,Woman,White
18987,25-34,"Marketing, Advertising & PR","Associate Manager, Marketing",93600,United states,NYC,8 - 10 years,8 - 10 years,College degree,Woman,White
18988,25-34,Computing or Tech,Software engineer ,42075,France,Strasbourg ,5-7 years,5-7 years,Master's degree,Man,White
18989,35-44,Computing or Tech,Head of Product,168500,United states,Boston,21 - 30 years,21 - 30 years,College degree,Man,White
18990,25-34,Computing or Tech,Partner,657500,United kingdom,London,21 - 30 years,8 - 10 years,High School,Non-binary,Another option not listed here or prefer not to answer
18991,45-54,Transport or Logistics,VP of Human Resources,160000,United states,Englewood,21 - 30 years,21 - 30 years,College degree,Woman,White
18992,25-34,Nonprofits,"Manager, Gift Processing and Data Management",60000,United states,"Washington, DC",5-7 years,2 - 4 years,College degree,Woman,White
18993,25-34,Utilities & Telecommunications,network engineer,105000,United states,NYC,2 - 4 years,2 - 4 years,College degree,Non-binary,White
18994,18-24,Computing or Tech,Data and Reporting Analyst,70000,United states,Detroit,2 - 4 years,2 - 4 years,College degree,Man,Asian or Asian American
18995,55-64,Nonprofits,Lead Advocate,50830,United states,Fayetteville,31 - 40 years,21 - 30 years,Master's degree,Woman,White
18996,35-44,Computing or Tech,Threat Hunter,93000,United states,Bloomington,11 - 20 years,8 - 10 years,Some college,Woman,White
18997,25-34,Agriculture or Forestry,Accounting Specialist/Human Resource Coordinator,46000,United states,Miami,11 - 20 years,8 - 10 years,College degree,Woman,"Hispanic, Latino, or Spanish origin"
18998,35-44,Sales,Inside Sales Account Manager,65000,United states,Attleboro,11 - 20 years,11 - 20 years,College degree,Woman,White
18999,45-54,Recruitment or HR,HR Manager,78000,United states,Meridian,8 - 10 years,8 - 10 years,Some college,Woman,White
19000,25-34,Social Work,Homeless Outreach Worker,39500,United states,Las Vegas,2 - 4 years,2 - 4 years,College degree,Woman,White
19001,35-44,Computing or Tech,Web Developer,88000,United states,Pittsburgh,11 - 20 years,11 - 20 years,College degree,Man,White
19002,45-54,Property or Construction,Senior Project Manager,145000,United states,San Francisco ,11 - 20 years,11 - 20 years,College degree,Woman,Asian or Asian American
19003,45-54,Recruitment or HR,IT Manager,110000,United states,Chicago,21 - 30 years,21 - 30 years,College degree,Man,"Hispanic, Latino, or Spanish origin, White"
19004,35-44,Computing or Tech,Software Engineer,165000,United states,New York,11 - 20 years,5-7 years,College degree,Man,White
19005,35-44,Education (Higher Education),Human Resources Generalist,48701,United states,Gainesville,8 - 10 years,2 - 4 years,College degree,Woman,White
19006,25-34,Law,Attorney,125000,United states,Hartford,8 - 10 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman,White
19007,35-44,Education (Higher Education),Academic Support Specialist,62400,United states,Detroit,11 - 20 years,8 - 10 years,Master's degree,Woman,White
19008,45-54,Computing or Tech,Tech Staff 4 - Architect ,189000,United states,Sunnyvale,21 - 30 years,11 - 20 years,College degree,Woman,White
19009,35-44,"Accounting, Banking & Finance",Sr Payroll Specialist,75000,United states,Draper,11 - 20 years,8 - 10 years,College degree,Woman,Another option not listed here or prefer not to answer
19010,45-54,Retail,senior mobile developer,120000,United states,Chicago,31 - 40 years,5-7 years,Some college,Man,White
19011,35-44,Media & Digital,Internet Marketing Manager,97000,United states,Chicago,21 - 30 years,21 - 30 years,College degree,Man,White
